: 1508199806:0;python -v
: 1553817041:0;git add .
: 1553817045:0;git commit -m "trying heroku"
: 1553817049:0;git push heroku master
: 1553817212:0;git add .
: 1553817215:0;git commit -m "trying heroku"
: 1553817217:0;git push heroku master
: 1553817375:0;heroku open
: 1553817456:0;yarn both
: 1553817544:0;git push
: 1553967413:0;yarn both
: 1553967586:0;psql -U node_user dragondb
: 1553967664:0;node app/accountDragon/table.js
: 1553967786:0;yarn both
: 1553969022:0;git add .
: 1553969051:0;git commit -m "buy dragon route working"
: 1553969137:0;yarn both
: 1553972166:0;git add .
: 1553972187:0;git commit -m "dragons can be baught from react app"
: 1553973716:0;yarn add base-64
: 1553973751:0;yarn add base-64@0.1.0
: 1553973788:0;node --version
: 1553973802:0;npm --version
: 1553973817:0;yarn add base-64@
: 1553974395:0;node app/dragon/breeder.js
: 1553975297:0;git add .
: 1553975347:0;git commit -m "breeding dragons class done"
: 1553975351:0;git push
: 1553975662:0;yarn confdev
: 1553975814:0;git add .
: 1553975838:0;git commit -m "sireValue added to backend models and routes"
: 1553976033:0;yarn both
: 1553976365:0;git commit -m "some bugs fixed"
: 1553976381:0;git add .
: 1553976383:0;git commit -m "some bugs fixed"
: 1553976555:0;yarn both
: 1553976806:0;git add .
: 1553976822:0;git commit -m "sirevalue UI added"
: 1553976827:0;git push
: 1553981320:0;yarn both
: 1553981718:0;git add .
: 1553981735:0;git commit -m "mating route added"
: 1553982228:0;yarn both
: 1553984757:0;git add .
: 1553984789:0;git commit -m "mating UI done"
: 1553984798:0;git push
: 1553984873:0;git push heroku master
: 1553985066:0;heroku logs --tail
: 1553985436:0;yarn both
: 1553985988:0;git add .
: 1553986010:0;git commit -m "app MVP Done."
: 1553986023:0;heroku pg:reset DATABASE_URL
: 1553986053:0;cat bin/sql/generation.sql | heroku pg:psql
: 1553986085:0;cat bin/sql/dragon.sql | heroku pg:psql
: 1553986099:0;cat bin/sql/trait.sql | heroku pg:psql
: 1553986115:0;cat bin/sql/dragonTrait.sql | heroku pg:psql
: 1553986144:0;cat bin/sql/account.sql | heroku pg:psql
: 1553986152:0;cat bin/sql/accountDragon.sql | heroku pg:psql
: 1553986165:0;git push heroku master
: 1553986333:0;git add .
: 1553986353:0;git commit -m "generation dragon limit skipped for now."
: 1553986370:0;clear
: 1553986379:0;heroku pg:reset DATABASE_URL
: 1553986390:0;cat bin/sql/generation.sql | heroku pg:psql
: 1553986399:0;cat bin/sql/dragon.sql | heroku pg:psql
: 1553986409:0;cat bin/sql/trait.sql | heroku pg:psql
: 1553986416:0;cat bin/sql/dragonTrait.sql | heroku pg:psql
: 1553986427:0;cat bin/sql/account.sql | heroku pg:psql
: 1553986433:0;cat bin/sql/accountDragon.sql | heroku pg:psql
: 1553986441:0;git push heroku master
: 1553986571:0;heroku open
: 1553986704:0;git push
: 1554174512:0;curl http://dumps.wikimedia.org/enwiktionary/latest/enwiktionary-latest-all-titles.gz ~/Downloads/titles.gz\

: 1554174539:0;gunzip --v
: 1554174542:0;gunzip --version
: 1554174611:0;curl http://dumps.wikimedia.org/enwiktionary/latest/enwiktionary-latest-all-titles.gz ~/Downloads/titles.gz\

: 1554174728:0;gunzip ~/Downloads/enwiktionary-latest-all-titles.gz
: 1554174836:0;mv ~/Downloads/enwiktionary-latest-all-titles ~/Downloads/titles.txt
: 1554174854:0;grep "^[a-z]\{1,\}$" ~/Downloads/titles.txt | sort | uniq >> ~/Downloads/words.txt\

: 1554175273:0;cd Development
: 1554175290:0;mkdir wikitionary
: 1554175294:0;cd wikitionary
: 1554175299:0;git clone https://github.com/tatuylonen/wiktextract.git\

: 1554175307:0;cd wiktextract\

: 1554175313:0;python3 setup.py install
: 1554175366:0;wikiextract 
: 1554175391:0;wiktwords --v
: 1554175540:0;wiktwords ~/Downloads/enwiktionary-latest-all-titles.gz --out words.txt --language English --all\

: 1554175668:0;cd ..
: 1554175688:0;wiktwords --version
: 1554175699:0;wiktwords --help
: 1554175772:0;pkgutil --pkgs | grep -i wikt less
: 1554175782:0;pkgutil --pkgs | grep -i {wikt} less
: 1554175787:0;pkgutil --pkgs | grep -i {wiktwords} less
: 1554175792:0;pkgutil --pkgs | grep -i wiktwords less
: 1554175838:0;pip3 --uninstall wiktwords
: 1554175859:0;pip3 uninstall wiktwords
: 1554175876:0;wiktwords uninstall
: 1554182242:0;cat /usr/share/dict/words > ~/Documents/words.txt
: 1554506597:0;cd ..
: 1554506606:0;cd dean
: 1554506713:0;cd /Applications/MAMP/htdocs/testsite2 
: 1554506721:0;git add .
: 1554506756:0;git commit -m "Donations css added"
: 1554506771:0;git push
: 1554832543:0;psql
: 1554832700:0;createdb -U dean quoverflow
: 1554832779:0;code Desktop/finalProj_redone
: 1554832872:0;cd client
: 1554832890:0;cd ..
: 1554832893:0;yarn both
: 1554832987:0;cd client
: 1554833080:0;yarn add redux-devtools-extension
: 1554833285:0;yarn remove eslint eslint-config-airbnb eslint-config-prettier eslint-plugin-import eslint-plugin-jsx-a11y eslint-plugin-prettier eslint-plugin-react prettier husky lint-staged
: 1554833324:0;cd Development/dragon
: 1554833326:0;ls
: 1554833334:0;sublime client/package.json
: 1554833385:0;yarn add eslint@5.12.0 babel-eslint@9.0.0 eslint-config-airbnb eslint-config-prettier eslint-plugin-import eslint-plugin-jsx-a11y eslint-plugin-prettier eslint-plugin-react prettier husky lint-staged
: 1554833401:0;yarn add prop-types
: 1554833478:0;yarn start
: 1554833635:0;yarn
: 1554833892:0;yarn start
: 1554833994:0;cd ..
: 1554834026:0;yarn remove eslint babel-eslint
: 1554834038:0;yarn
: 1554834051:0;yarn remove eslint babel-eslint
: 1554834096:0;sublime package.json
: 1554834250:0;yarn add eslint@5.12.0 babel-eslint@9.0.0 pg
: 1554834283:0;yarn both
: 1554834530:0;git add .
: 1554834545:0;git commit -m 'dependencies changed'
: 1554834555:0;git push
: 1554858917:0;sublime .
: 1554860801:0;git add .
: 1554860818:0;git commit -m "sql tables"
: 1554860831:0;git push
: 1554861438:0;node bin/configure_db.sh
: 1554861539:0;chmod +x bin/configure_db.sh
: 1554861567:0;node bin/configure_db.sh
: 1554861594:0;./bin/configure_db.sh
: 1554861644:0;clear
: 1554861646:0;./bin/configure_db.sh
: 1554862194:0;clear
: 1554862197:0;./bin/configure_db.sh
: 1554862857:0;clear
: 1554862859:0;./bin/configure_db.sh
: 1554863151:0;clear
: 1554863152:0;./bin/configure_db.sh
: 1554863393:0;clear
: 1554863395:0;./bin/configure_db.sh
: 1554863422:0;psql -U node_user quoverflow
: 1554863683:0;clear
: 1554863686:0;psql -U node_user quoverflow
: 1554863795:0;./bin/configure_db.sh
: 1554863802:0;clear
: 1554863807:0;psql -U node_user quoverflow
: 1554863997:0;clear
: 1554863999:0;psql -U node_user quoverflow
: 1554864388:0;git add .
: 1554864408:0;git commit -m database created"
: 1554864413:0;git commit -m "database created"
: 1554864419:0;git push
: 1554864555:0;yarn add dotenv
: 1554865174:0;yarn add cors
: 1554865452:0;yarn both
: 1554918356:0;node validations/register.js
: 1554919508:0;node models/api/v2/account.js
: 1554919608:0;psql -U node_user quoverflow
: 1554920008:0;node models/api/v2/account.js
: 1554921674:0;yarn start
: 1554921699:0;yarn dev
: 1554922541:0;git add .
: 1554922566:0;git commit -m "new user register api created"
: 1554922572:0;git push
: 1554922938:0;yarn dev
: 1554939875:0;git add .
: 1554939886:0;git commit -m "new user login api created"
: 1554939890:0;git push
: 1554940233:0;yarn dev
: 1554942433:0;git add .
: 1554942454:0;git commit -m "get current authenticated user api done"
: 1554942457:0;gitpush
: 1554942460:0;git push
: 1554944111:0;node models/api/v2/question.js
: 1554944413:0;node models/api/v2/category.js
: 1554944547:0;node models/api/v2/question.js
: 1554944815:0;node models/api/v2/category.js
: 1554945065:0;node models/api/v2/question.js
: 1554945541:0;node models/api/v2/category.js
: 1554945652:0;git add .
: 1554945687:0;git commit -m "basic question and category queries done."
: 1554945693:0;git push
: 1554946014:0;node models/api/v2/question.js
: 1554946155:0;node models/api/v2/category.js
: 1554946266:0;git add .
: 1554946290:0;git commit -m "A few bugs in the models fixed"
: 1554946294:0;git push
: 1554946415:0;git add 
: 1554946417:0;git add .
: 1554946443:0;git commit -m "debugger code commented out."
: 1554946446:0;git push
: 1554953713:0;node models/api/v2/userCategory.js
: 1554958792:0;node models/api/v2/category.js
: 1554959229:0;node models/api/v2/userCategory.js
: 1555027163:0;psql -U node_user quoverflow
: 1555027345:0;node models/api/v2/answer.js
: 1555028088:0;./bin/configure_db.sh
: 1555028164:0;yarn dev
: 1555028424:0;node models/api/v2/question.js
: 1555028543:0;node models/api/v2/category.js
: 1555028620:0;node models/api/v2/question.js
: 1555028681:0;psql -U node_user quoverflow
: 1555028703:0;node models/api/v2/question.js
: 1555028905:0;node models/api/v2/answer.js
: 1555030376:0;git add .
: 1555030399:0;git commit -m "answers model and some queries added"
: 1555030412:0;git push
: 1555030517:0;node models/api/v2/answer.js
: 1555030580:0;git add .
: 1555030601:0;git commit -m "new answer queries added"
: 1555030605:0;git push
: 1555030824:0;yarn dev
: 1555033523:0;node models/api/v2/comment.js
: 1555035003:0;git add .
: 1555035017:0;git commit -m "comment model created"
: 1555035021:0;git push
: 1555047972:0;node models/api/v2/comment.js
: 1555049107:0;git add .
: 1555049133:0;git commit -m "new queries to get all the comments to question or answer"
: 1555049137:0;git push
: 1555091369:0;node validations/question.js
: 1555094482:0;./bin/configure_db.sh
: 1555094571:0;yarn dev
: 1555094752:0;node models/api/v2/category.js
: 1555094786:0;psql -U node_user quoverflow
: 1555095573:0;node models/api/v2/question.js
: 1555097264:0;git add .
: 1555097284:0;git commit -m "similar question query is working"
: 1555097335:0;git add .
: 1555097337:0;git commit -m "similar question query is working"
: 1555097342:0;node models/api/v2/question.js
: 1555097377:0;git add .
: 1555097379:0;git commit -m "similar question query is working"
: 1555097387:0;git push
: 1555097505:0;psql -U node_user quoverflow < ./bin/sql/searchAndRank.sql
: 1555097688:0;./bin/configure_db.sh
: 1555097768:0;yarn dev
: 1555097871:0;node models/api/v2/category.js
: 1555097900:0;node models/api/v2/question.js
: 1555097956:0;clear
: 1555097969:0;psql -U node_user quoverflow
: 1555098561:0;./bin/configure_db.sh
: 1555098586:0;node bin/seed.js
: 1555098929:0;./bin/configure_db.sh
: 1555098932:0;node bin/seed.js
: 1555098957:0;psql -U node_user quoverflow
: 1555099082:0;./bin/configure_db.sh
: 1555099131:0;git add .
: 1555099143:0;git commit -m "seeds added"
: 1555099147:0;git push
: 1555099234:0;./bin/configure_db.sh
: 1555099309:0;git add .
: 1555099312:0;git commit -m "seeds added"
: 1555099316:0;git push
: 1555105903:0;node models/api/v2/question.js
: 1555106515:0;git add .
: 1555106539:0;git commit -m "improved tsvector query."
: 1555106543:0;git push
: 1555106619:0;node models/api/v2/question.js
: 1555108400:0;./bin/configure_db.sh
: 1555108458:0;clear
: 1555108461:0;./bin/configure_db.sh
: 1555108517:0;clear
: 1555108522:0;psql -U node_user quoverflow
: 1555108586:0;node models/api/v2/question.js
: 1555108592:0;./bin/configure_db.sh
: 1555124634:0;yarn add underscore
: 1555124941:0;node keyword_extraction/extraction.js
: 1555124989:0;yarn add underscore.string
: 1555125001:0;node keyword_extraction/extraction.js
: 1555126198:0;node models/api/v2/question.js
: 1555126434:0;node keyword_extraction/extraction.js
: 1555126517:0;node models/api/v2/question.js
: 1555126746:0;git add .
: 1555126783:0;git commit -m `keyword extraction added!`
: 1555126795:0;git commit -m 'keyword extraction added!'
: 1555126805:0;git push
: 1555126824:0;git add .
: 1555126827:0;git commit -m 'keyword extraction added!'
: 1555126830:0;git push
: 1555127095:0;node keyword_extraction/extraction.js
: 1555127164:0;node models/api/v2/question.js
: 1555127247:0;git add .
: 1555127260:0;git commit -m 'keyword extraction improved!'
: 1555127263:0;git push
: 1555204373:0;yarn dev
: 1555204566:0;psql -U node_user quoverflow
: 1555206339:0;yarn dev
: 1555206555:0;git add .
: 1555206598:0;git commit -m "post question protected route working"
: 1555206608:0;git push
: 1555206687:0;yarn dev
: 1555208166:0;git add .
: 1555208178:0;git commit -m "more question routes"
: 1555208186:0;gitpush
: 1555208189:0;git push
: 1555208453:0;yarn dev
: 1555208742:0;git add .
: 1555208757:0;git commit -m "more question routes"
: 1555208763:0;git push
: 1555209072:0;yarn dev
: 1555209267:0;git add .
: 1555209302:0;git commit -m "log in time extended to 24h"
: 1555209307:0;git push
: 1555264992:0;git add .
: 1555265027:0;git commit -m "some answer routes created"
: 1555265032:0;git push
: 1555265132:0;yarn dev
: 1555268412:0;git add .
: 1555268421:0;git commit -m "more answer routes created"
: 1555268465:0;git push
: 1555269082:0;git add .
: 1555269095:0;git commit -m "question routed improved"
: 1555269098:0;git push
: 1555269349:0;yarn dev
: 1555269422:0;git add .
: 1555269447:0;git commit -m "answer routes improved and new route added"
: 1555269451:0;git push
: 1555278461:0;brew update yarn
: 1555278476:0;brew update
: 1555278650:0;brew upgrade yarn
: 1555342433:0;yarn dev
: 1555380764:0;git add .
: 1555380787:0;git commit -m "few comment routes completed"
: 1555380793:0;git push
: 1555382765:0;./bin/configure_db.sh
: 1555382901:0;node models/api/v2/vote.js
: 1555382947:0;psql -U node_user quoverflow
: 1555382978:0;node models/api/v2/vote.js
: 1555383082:0;./bin/configure_db.sh
: 1555383098:0;node models/api/v2/vote.js
: 1555383116:0;psql -U node_user quoverflow
: 1555383159:0;node models/api/v2/vote.js
: 1555384065:0;./bin/configure_db.sh
: 1555384081:0;node models/api/v2/vote.js
: 1555384505:0;./bin/configure_db.sh
: 1555384545:0;node models/api/v2/vote.js
: 1555386773:0;psql -U node_user quoverflow
: 1555386807:0;node models/api/v2/vote.js
: 1555469492:0;psql -U node_user quoverflow
: 1555473834:0;node models/api/v2/vote.js
: 1555519973:0;./bin/configure_db.sh
: 1555519997:0;node models/api/v2/vote.js
: 1555520048:0;psql -U node_user quoverflow
: 1555520084:0;node models/api/v2/vote.js
: 1555520140:0;./bin/configure_db.sh
: 1555520173:0;node models/api/v2/vote.js
: 1555520178:0;psql -U node_user quoverflow
: 1555520335:0;node models/api/v2/vote.js
: 1555521547:0;psql -U node_user quoverflow
: 1555521858:0;node models/api/v2/vote.js
: 1555527884:0;cd Desktop/Personal-HTML
: 1555527889:0;sublime .
: 1555528201:0;code Desktop/Personal-HTML
: 1555529449:0;git add .
: 1555529469:0;git commit -m "some css changed"
: 1555529474:0;git push
: 1555530599:0;ffmpeg -i ~/Desktop/herebedragons.mov ~/Desktop/Personal-HTML/images/portfolio/modals/dragons.mp4
: 1555531300:0;git add .
: 1555531313:0;git commit -m "project added"
: 1555531334:0;git push
: 1555711729:0;node models/api/v2/vote.js
: 1555712329:0;psql -U node_user quoverflow
: 1555712693:0;node models/api/v2/vote.js
: 1555712898:0;./bin/configure_db.sh
: 1555712946:0;node models/api/v2/vote.js
: 1555712968:0;psql -U node_user quoverflow
: 1555713411:0;node models/api/v2/vote.js
: 1555714889:0;./bin/configure_db.sh
: 1555714921:0;psql -U node_user quoverflow
: 1555715015:0;node models/api/v2/comment.js
: 1555715125:0;node models/api/v2/answer.js
: 1555715198:0;node models/api/v2/vote.js
: 1555715728:0;./bin/configure_db.sh
: 1555716256:0;git add .
: 1555716284:0;git commit -m "can upvote or downvote anything"
: 1555716289:0;git push
: 1555718959:0;node ./bin/seed.js
: 1555718976:0;psql -U node_user quoverflow
: 1555719029:0;./bin/configure_db.sh
: 1555719220:0;node ./bin/seed.js
: 1555719342:0;./bin/configure_db.sh
: 1555719348:0;node ./bin/seed.js
: 1555719508:0;./bin/configure_db.sh
: 1555719511:0;node ./bin/seed.js
: 1555719583:0;./bin/configure_db.sh
: 1555719588:0;node ./bin/seed.js
: 1555719623:0;./bin/configure_db.sh
: 1555719626:0;node ./bin/seed.js
: 1555719653:0;./bin/configure_db.sh
: 1555719656:0;node ./bin/seed.js
: 1555719818:0;./bin/configure_db.sh
: 1555719821:0;node ./bin/seed.js
: 1555719874:0;./bin/configure_db.sh
: 1555719878:0;node ./bin/seed.js
: 1555719941:0;./bin/configure_db.sh
: 1555719944:0;node ./bin/seed.js
: 1555720016:0;./bin/configure_db.sh
: 1555720036:0;node ./bin/seed.js
: 1555720340:0;./bin/configure_db.sh
: 1555720344:0;node ./bin/seed.js
: 1555720368:0;./bin/configure_db.sh
: 1555720371:0;node ./bin/seed.js
: 1555720408:0;./bin/configure_db.sh
: 1555720411:0;node ./bin/seed.js
: 1555720560:0;./bin/configure_db.sh
: 1555720918:0;git add .
: 1555720955:0;git commit -m "seeds updated to sequestial, instead of parallel Promise.all"
: 1555720959:0;git push
: 1555721426:0;./bin/configure_db.sh
: 1555721565:0;git add .
: 1555721581:0;git commit -m "seeds updated to sequestial, instead of parallel Promise.all. New seeds added."
: 1555721584:0;git push
: 1555724561:0;node ./models/api/v2/vote.js
: 1555726342:0;./bin/configure_db.sh
: 1555726570:0;node ./models/api/v2/vote.js
: 1555726625:0;./bin/configure_db.sh
: 1555726708:0;git add .
: 1555726738:0;git commit -m "better error handling in vote model"
: 1555726741:0;git push
: 1555727233:0;./bin/configure_db.sh
: 1555727747:0;psql -U node_user quoverflow
: 1555733056:0;./bin/configure_db.sh
: 1555733430:0;psql -U node_user quoverflow
: 1555733765:0;./bin/configure_db.sh
: 1555734186:0;node ./models/api/v2/follow.js
: 1555734196:0;psql -U node_user quoverflow
: 1555734220:0;node ./models/api/v2/follow.js
: 1555736243:0;./bin/configure_db.sh
: 1555736378:0;psql -U node_user quoverflow
